北京东方国信科技股份有限公司|管连平|010-84866666|investor@bonc.com.cn|www.bonc.com.cn|北京市朝阳区创达三路1号院1号楼7层101|105668.009万|1997-07-28|在业|110105002496292|91110000633027609B|633027609|91110000633027609B|股份有限公司(上市、自然人投资或控股)|2008-06-30至无固定期限|软件和信息技术服务业||2018-11-20|104996.948万|1000-4999人|1977|朝阳分局||Business-intelligence of Oriental Nations Corporation Ltd.|北京市朝阳区创达三路1号院1号楼7层101附近公司|计算机软硬件、机电一体化产品、计算机系统集成的技术开发、技术咨询、技术服务、技术培训、技术转让；销售自行开发后产品、计算机、软件及辅助设备、电子产品、通讯设备、仪器仪表；租赁计算机软硬件；企业策划；信息咨询（中介除外）；市场调查；设计、制作、代理、发布广告；货物进出口、技术进出口、代理进出口；出租办公用房；物业管理；计算机系统服务；合同能源管理；互联网信息服务（不含新闻、出版、教育、医疗保健、药品和医疗器械、电子公告服务）。（企业依法自主选择经营项目，开展经营活动；互联网信息服务以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）|北京东方国信科技股份有限公司（以下简称&quot;东方国信公司&quot;）成立于1997年，是信息产业部认定的软件企业和北京市中关村高新技术企业，并通过了ISO9001:2000质量管理体系认证。东方国信公司长期致力于中国国内电信领域的BI（商业智能）、CRM（客户关系管理）、CTI等软件开发、服务与解决方案，拥有多项软件产品专利，是中国联通和中国电信的业务支撑系统的核心合作厂商之一，也是中国铁通业务支撑的三家核心厂商之一。同时，公司在软件外包和业务流程外包方面取得飞速发展，分别在大连和重庆建立软件服务外包基地。2011年01月25日，北京东方国信科技股份有限公司（股票代码：300166，公司简称：东方国信）1月14日发行的1017.6万股A股股票，今日在深圳证券交易所挂牌。
赤峰市天山农牧业机械有限责任公司|董京城|0476-7223582|260102676@qq.com||阿鲁科尔沁旗天山镇东5公里303国道路北（小微企业创业园内）|3000万|1998-07-10|存续|150421000001154|91150421701296588A|701296588|91150421701296588A|有限责任公司(自然人投资或控股)(1130)|1998-07-10至无固定期限|金属制品业||2019-01-25||小于50人|3|阿鲁科尔沁旗工商行政管理局||Chifeng Tianshan Agriculture and Animal Husbandry Machinery Co.,Ltd.|阿鲁科尔沁旗天山镇东5公里303国道路北（小微企业创业园内）附近公司|许可经营项目：无 一般经营项目：大型喷灌机生产制造销售，喷灌机施工及安装，节水灌溉设备的研发生产销售，节水灌溉设备施工；农牧业机械产品生产及销售、金属材料生产销售、废旧金属材料收购|
巴林左旗慷泽种养殖专业合作社|沈艳芳||||内蒙古自治区赤峰市巴林左旗林东镇孤山子村193号|500万|2017-12-18|存续|150422020174252|93150422MA0NPA6K3E|MA0NPA6K3|93150422MA0NPA6K3E|农民专业合作社(9100)||农业||2017-12-18||||巴林左旗市场监督管理局|||内蒙古自治区赤峰市巴林左旗林东镇孤山子村193号附近公司|谷物、豆类、油料、薯类、蔬菜种植、销售；中药材种植；牲畜的饲养、销售；农业机械服务；组织采购供应成员所需的种子、饲料、化肥、农膜。|
巴林左旗朱氏种养殖专业合作社|朱永杰||||内蒙古自治区赤峰市巴林左旗三山乡温都好树村2组12号|500万|2017-12-21|存续|150422020185251|93150422MA0NPNWU6K|MA0NPNWU6|93150422MA0NPNWU6K|农民专业合作社(9100)||农业||2017-12-21||||巴林左旗市场监督管理局|||内蒙古自治区赤峰市巴林左旗三山乡温都好树村2组12号附近公司|谷物、豆类、油料、薯类、蔬菜的种植、销售；牲畜的饲养、销售；农业机械服务；组织采购供应成员所需的种子、化肥、农膜。|
巴林左旗裕民种养殖专业合作社|荆树文||||内蒙古自治区赤峰市巴林左旗隆昌镇乌兰套海村2组61号|200万|2017-12-21|存续|150422020182997|93150422MA0NPLCAX0|MA0NPLCAX|93150422MA0NPLCAX0|农民专业合作社(9100)||农业||2017-12-21||||巴林左旗市场监督管理局|||内蒙古自治区赤峰市巴林左旗隆昌镇乌兰套海村2组61号附近公司|谷物、豆类、笤帚苗种植、销售；草编制品加工、销售；牲畜饲养、销售。|
巴林左旗永春种养殖专业合作社|栓住||||内蒙古自治区赤峰市巴林左旗乌兰坝苏木上井嘎查5组97号|200万|2017-12-19|存续|150422020177443|93150422MA0NPE6276|MA0NPE627|93150422MA0NPE6276|农民专业合作社(9100)||农业||2017-12-19||||巴林左旗市场监督管理局|||内蒙古自治区赤峰市巴林左旗乌兰坝苏木上井嘎查5组97号附近公司|谷物、豆类、油料、薯类、糖料类、蔬菜种植、销售；牲畜饲养、销售；组织采购供应成员所需的种子、化肥、农膜、饲料。|
内蒙古玉峰矿业集团有限责任公司|薛玉强|0476-7894364|spc6608@126.com|www.nmyfky.com|内蒙古自治区赤峰市巴林左旗林东镇四道街东段路北|3500万|2002-09-30|存续|150422000003066|9115042274014750XH|74014750X|9115042274014750XH|有限责任公司(自然人投资或控股)(1130)|2002-09-30至2032-09-29|有色金属矿采选业||2019-05-07|3500万|小于50人|33|巴林左旗市场监督管理局|赤峰市玉峰矿业有限责任公司|Inner Mongolia Yufeng Mining Group Co.,Ltd.|内蒙古自治区赤峰市巴林左旗林东镇四道街东段路北附近公司|许可经营项目：无 一般经营项目：铜矿、锌、铅、银开采（凭许可证在有效期内经营）、铅锌矿选矿；矿产品、矿山机械及配件、五金交电、建材销售；普通货物道路运输活动；（以下分公司经营）住宿、餐饮、打字复印、食品销售、卷烟零售。|
金港矿业投资集团有限公司|何平|0476-7868997|fhzrgs@163.com||巴林左旗林东西城区契丹大街西段路北234-1号|5000万|2006-02-27|存续|150000000004476|91150422783033932B|783033932|91150422783033932B|有限责任公司(自然人投资或控股)(1130)|2006-02-27至2036-02-27|商务服务业||2017-01-16|5000万|||巴林左旗市场监督管理局|金港矿业投资有限公司||巴林左旗林东西城区契丹大街西段路北234-1号附近公司|对矿业投资；矿产品加工、销售（专营除外）|
内蒙古健元鹿业有限责任公司|董栗|0476-7890998|nmjyly@126.com|www.jylyjt.com|赤峰市巴林左旗林东镇上京工业园区|1250万|2000-05-29|存续|150422000005859|91150422701293686J|701293686|91150422701293686J|有限责任公司(自然人投资或控股)(1130)|2000-05-29至2050-05-28|批发业||2019-03-14|1247万|小于50人|12|巴林左旗市场监督管理局|||赤峰市巴林左旗林东镇上京工业园区附近公司|许可经营项目：无 一般经营项目：速冻食品、肉制品、调味品、其他酒（配制酒）、化妆品、健园鹿业牌鹿胎珍珠胶囊、健园鹿业牌鹿茸灵芝胶囊、健园鹿业牌天麒鹿酒（以上经营范围凭许可证并在有效期内经营）制造销售；养鹿；工艺品制造销售；农畜产品加工销售（应经许可的凭许可证经营）；（以下分支机构经营）预包装食品（不含乳制品）销售|内蒙古健元鹿业成立于2000年，是以资源开发为主，多产业组合的集团化民营高新科技企业。总资产2.6亿元，员工500多人，下辖5个子公司。健元鹿业以鹿业养殖为依托、以鹿产品研发多元化为方向、以“特色产品、连锁经营”为市场经营模式，主营保健品、化妆品、滋补酒、食品、鹿副产品、皮革制品。
巴林左旗天朗晶能新能源有限公司|张同乐||||内蒙古自治区赤峰市巴林左旗三山乡烧锅窑村6组14号|30000万|2019-01-22|存续||91150422MA0Q4TBM1J|MA0Q4TBM1|91150422MA0Q4TBM1J|有限责任公司(自然人投资或控股)(1130)|2019-01-22至2039-01-21|电力、热力生产和供应业||2019-01-22||||巴林左旗市场监督管理局|||内蒙古自治区赤峰市巴林左旗三山乡烧锅窑村6组14号附近公司|风力发电、电力工程施工与发电机组设备安装；工程管理服务；新能源发电工程设计服务；新能源技术推广服务；节能技术开发、咨询、交流、转让、推广服务；太阳能发电技术服务。|
巴林左旗东方富源矿业有限公司|崔忠玉|15947695868|1043051041@qq.com||赤峰市巴林左旗碧流台镇头道井子村东|3000万|2005-09-08|存续|150422000000172|91150422779462240U|779462240|91150422779462240U|有限责任公司(自然人投资或控股)(1130)|2005-09-08至2035-09-07|有色金属矿采选业||2017-07-13|3000万|||巴林左旗市场监督管理局||Dongfang Fuyuan Mining Industry Co.,Ltd.|赤峰市巴林左旗碧流台镇头道井子村东附近公司|许可经营项目：无 一般经营项目：铅矿、锌、银、铜开采；铅锌铜矿选矿；矿产品、矿山机械、矿山配件、五金、交电、建材、金、银制品销售；巴林石、宝石、玉石及工艺品加工销售；工矿工程建筑|巴林左旗东方富源矿业有限公司成立于2005年09月08日，主要经营范围为一般经营项目：矿产品、矿山机械、矿山配件、五金、交电、建材、金、银制品销售等。
霍林郭勒教师傅过桥米线店|教丽娜||||内蒙古自治区通辽市步行街中段南侧|20000万|2009-07-23|吊销|152302600047836||||个体户|2009-07-23至无固定期限|餐饮业||2011-10-31||||霍林郭勒市工商行政管理局|||内蒙古自治区通辽市步行街中段南侧附近公司|主食、热菜。加工销售(法律、行政法规、国务院决定规定应经许可的，未获许可不得生产经营） (依法须经批准的项目，经相关部门批准后方可开展经营活动)|
巴林左旗领行养殖服务专业合作社联合社|王海|18647650312|||巴林左旗富河镇加拉嘎村|1100万|2015-02-04|注销|150422NA001110X|93150422318586689B|318586689|93150422318586689B|农民专业合作社(9100)||农、林、牧、渔服务业||2017-06-16||||巴林左旗市场监督管理局|||巴林左旗富河镇加拉嘎村附近公司|许可经营项目：无 一般经营项目：从事牛、羊养殖技术的推广、咨询服务；牲畜销售；引进新技术、新品种、开展成员技术培训、技术交流和咨询服务；为成员提供农牧产品市场信息、为成员购买饲料|
内蒙古吉安化工有限责任公司|刘玉文|0476-7889363|821164997@qq.com|www.nmgja.com|内蒙古自治区赤峰市巴林左旗林东镇火车站南|10418万|2003-07-25|存续|150422000001735|91150422752557768J|752557768|91150422752557768J|有限责任公司(自然人投资或控股)(1130)|2003-07-25至2053-07-24|化学原料和化学制品制造业||2019-06-04|4012.4万|100-499人|258|巴林左旗市场监督管理局|赤峰吉安化工有限责任公司||内蒙古自治区赤峰市巴林左旗林东镇火车站南附近公司|许可经营项目：民用爆炸物品制造销售（凭许可证经营，许可证有效期至2022年4月29日）；碎石加工销售；起爆器材销售（分公司经营）。 一般经营项目：无|注册号：****所在地：内蒙古注册资本：10418万人民币元法定代表：刘玉文企业类型：有限责任公司（自然人投资或控股）登记状态：存续登记机关：巴林左旗工商行政管理局注册地址：内蒙古自治区赤峰市巴林左旗林东镇火车站南
赤峰昊宸房地产开发有限公司|段志杰|18204870859|1044874476@qq.com|www.cfhcjt.cn|巴林左旗林东东城区临潢路中段（新世纪院内）|2000万|2014-04-11|存续|150422000015434|91150422096904564A|096904564|91150422096904564A|有限责任公司(自然人投资或控股)(1130)|2014-04-11至2034-04-10|房地产业||2017-07-03||||巴林左旗市场监督管理局|||巴林左旗林东东城区临潢路中段（新世纪院内）附近公司|许可经营项目：无 一般经营项目：房地产开发经营、物业管理；建材、水暖件、装饰材料、电料销售；机械设备、房屋租赁；普通货物道路运输；（以下分支机构经营）住宿、正餐服务|赤峰昊宸房地产开发有限公司成立于2014年04月11日，主要经营范围为许可经营项目：无一般经营项目：房地产开发经营、物业管理等。
内蒙古赤峰陈曲酒业有限责任公司|徐艳辉|18904761752|daliwei@163.com||赤峰市巴林左旗上京工业集中区|4000万|2000-07-12|存续|150422000008958|91150422701293715X|701293715|91150422701293715X|其他有限责任公司(1190)|2000-07-12至2030-07-11|酒、饮料和精制茶制造业||2017-07-24|4000万|||巴林左旗市场监督管理局|内蒙古赤烽陈曲酒业有限责任公司|Xiangyang Chenqu Wine Co.Ltd.|赤峰市巴林左旗上京工业集中区附近公司|许可经营项目：无 一般经营项目：白酒制造销售（凭许可证在有效期内经营）|内蒙古赤峰陈曲酒业有限责任公司于2000年07月12日在巴林左旗工商行政管理局登记成立。法定代表人王译玄，公司经营范围包括许可经营项目：无一般经营项目：白酒制造销售（凭许可证在有效期内经营）等。
巴林左旗清宇笤帚制品专业合作社联合社|孙树才||||巴林左旗十三敖包镇房身村|150万|2015-07-06|注销|150422NA001153X|93150422341321718R|341321718|93150422341321718R|农民专业合作社(9100)||农业||2018-09-25||||巴林左旗市场监督管理局|||巴林左旗十三敖包镇房身村附近公司|许可经营项目：无 一般经营项目：笤帚苗的种植、加工、销售；引进新技术、新品种、为成员提供技术培训、技术交流和咨询服务；为成员提供产品市场信息，指导成员合理组织生产|
巴林左旗柴达木果蔬种植专业合作社联合社|张国勇|0476-7601999|648697954@qq.com||巴林左旗林东镇柴达木村|1000万|2016-11-10|存续|150422NA001246X|93150422MA0N08XJ5M|MA0N08XJ5|93150422MA0N08XJ5M|农民专业合作社(9100)||农业||2016-11-10||||巴林左旗市场监督管理局|||巴林左旗林东镇柴达木村附近公司|许可经营项目：无 一般经营项目：水果、蔬菜、花卉、谷物、油料类种植；旅游服务；牲畜饲养、销售；为成员提供产品市场信息，指导成员合理组织生产；组织采购供应成员所需的种子、化肥、农膜、饲料|
内蒙古圣龙缘建设工程有限公司|张立波|18104842836|912881318@qq.com||内蒙古自治区呼和浩特市赛罕区腾飞路绿地腾飞大厦B座9012号|10800万|2018-01-25|存续|150422020269597|91150422MA0NRXW5XC|MA0NRXW5X|91150422MA0NRXW5XC|有限责任公司(自然人投资或控股)(1130)|2018-01-25至2048-01-24|土木工程建筑业||2019-02-26||||呼和浩特市工商行政管理局|||内蒙古自治区呼和浩特市赛罕区腾飞路绿地腾飞大厦B座9012号附近公司|市政工程、园林绿化工程、房屋建筑工程、水利水电工程、公路工程、铁路、道路、隧道和桥梁工程、土石方工程、防腐、保温工程、工矿工程、架线和管道工程、城市照明工程、体育场地设施工程设计施工、建筑安装、建筑装饰服务；劳务派遣服务(凭许可经营)；林木育种、育苗、种植、销售(凭许可经营)；花卉种植、销售；环保工程设计、施工；生态环境修复、环境治理服务；土地整理服务。|
内蒙古中鹿科技有限责任公司|王晔|0476-7890998|nmjyly@126.com||巴林左旗林东镇上京工业园区|500万|2008-09-10|存续|150422000007090|911504226800021560|680002156|911504226800021560|有限责任公司(自然人独资)(1151)|2008-09-10至2038-09-07|畜牧业||2018-08-13||||巴林左旗市场监督管理局|||巴林左旗林东镇上京工业园区附近公司|许可经营项目：无 一般经营项目：鹿副产品研发；牲畜的饲养；日用品销售；民族工艺品制造、销售；农畜产品加工、销售；保健食品制造、销售。|
赤峰大辽福惠实业有限公司|刘云||||内蒙古自治区赤峰市巴林左旗林东东城上京路98号（民族宾馆北侧）|10000万|2019-01-25|存续||91150422MA0Q4XY92T|MA0Q4XY92|91150422MA0Q4XY92T|有限责任公司(自然人投资或控股)(1130)|2019-01-25至2039-01-24|科技推广和应用服务业||2019-01-25||||巴林左旗市场监督管理局|||内蒙古自治区赤峰市巴林左旗林东东城上京路98号（民族宾馆北侧）附近公司|生物质燃气生产和供应业；农林废物资源化无害化利用；新能源技术推广服务；节能技术推广；环保技术推广服务；有机肥料制造、销售；旅游项目策划服务。|
巴林左旗利大德环保科技有限公司|简伟克|13708039077|||巴林左旗林东东城区上京路中段106号|1000万|2016-10-09|存续|150422000024685|91150422MA0N015D98|MA0N015D9|91150422MA0N015D98|其他有限责任公司(1190)|2016-10-09至2046-10-08|科技推广和应用服务业||2017-03-17||||巴林左旗市场监督管理局|||巴林左旗林东东城区上京路中段106号附近公司|许可经营项目：无 一般经营项目：固体废物综合处理技术与设备的研发及制造；城乡生活垃圾无害化处理；环境保护与治理咨询服务；环保技术转让、技术服务、技术咨询；企业管理咨询服务；环保工程设计、施工|
