2019年中国电子书阅读器市场分析报告-市场现状调查与发展商机研究|-|七、凭借内容优势方正大肆进军电子书终端市场 八、方正电子书阅读器市场的制胜战略 第三节 大唐电信科技股份有限公司 一、企业概况 二、企业主要经济指标分析 三、企业盈利能力分析 四|-|中国报告网|-|20小时23分钟前|-|https://news.tianyancha.com/detail/95f0cb412810449ace5907a403862fbb0ee1ea0b.html
5G为什么会让华为再次伟大？|-|那个时候，在这一领域有四家业务相同的相互竞争的公司----"巨大中华"（指巨龙通信、大唐电信、中兴通讯、华为技术），华为被排在了末位。|-|第一财经|-|2019年05月23日|-|https://news.tianyancha.com/detail/a01f7bbb8192663086cc20810f58f638e1cc29ab.html
37家公司扣非净利连亏10年以上，其中竟有股票从未被ST（名单）|-|但股价表现似乎还比较给力。其中，国际实业年内大涨113.51%居首；ST椰岛、国风塑业、大唐电信等50股涨幅超过20%。榜单整体涨幅平均值超过18%，超过大盘同期表现|-|证券时报网|-|2019年05月23日|-|https://news.tianyancha.com/detail/f505e806d13e0c7edbd70fa41c50fd0b0c94b6d9.html
5G让华为再次伟大|-|服务和解决方案。那个时候，在这一领域有四家业务相同的相互竞争的公司——“巨大中华”（指巨龙通信、大唐电信、中兴通讯、华为技术），华为被排在了末尾。 但现在华为已经成长为|-|微信公众号|-|2019年05月22日|-|https://news.tianyancha.com/detail/6fe5510034a153d211a2853b3c03a03c8ae2d389.html
独家！140家通信企业薪酬排行|-|其中，除了华为人均78万元的高额年薪，紫光股份人均年薪38.9万元，长飞光纤、大唐电信人均33.2万元之外，140家企业的人均年薪为15.2万元。 ——|-|微信公众号|-|2019年05月22日|-|https://news.tianyancha.com/detail/ea05a87457f64fef594d1eaf95bf657089383e6c.html
君翰教育携手西安银行-《好家风成就好的人生》讲座圆满结束|-| 大老师 欢迎大家，与大朋老师进行交流 君翰教育_ 翠路校区：雁塔区翠华路275号大唐电信院内B座3楼 029-68570500 西校区：新城区长乐中路89号西光广场小区3层|-|微信公众号|-|2019年05月22日|-|https://news.tianyancha.com/detail/b3eed57abb301ed7414dcfdd0e184dc613118fc9.html
【专业大公开】专业前景好、就业有保障，这么好的专业就在通信工程！|-|郑丹玲 校企合作毕业生—谢观长 培养目标 本专业面向通信行业、通信设备制造商（华为、中兴、大唐电信等）、通信网络运营商（中国移动、中国联通、中国电信、中国广电）等公司培养专业人才|-|微信公众号|-|2019年05月22日|-|https://news.tianyancha.com/detail/70dd01633f28406b43903d9c09f2fb1d51c13bf5.html
佳鑫科技服务平台2019-05-22|-| 我公司维修微波设备的主要品牌有：哈里斯、爱立信、北京地杰、恒达微波、华为、中兴、阿尔卡特朗讯、大唐电信等等。 ⑶基站动环监控设备维修 动环监控在实现远端监控通信机房的环境|-|微信公众号|-|2019年05月22日|-|https://news.tianyancha.com/detail/7b0734c7a557850dceccacaf97baca62e96217a7.html
「一份有观点的财经导读」05.22星期三|-|接受新公司的自愿申报，现将本期43家新增备选公司进行社会公示。43家新增备选公司，包括中国船舶、大唐电信、四川长虹、南方航空、长白山、吉比特、贵阳银行、三六零、杭州银行、伊利股份、包钢股份等。|-|微信公众号|-|2019年05月22日|-|https://news.tianyancha.com/detail/8dc9697a178c1c0cf8f0ee36620d0eb673f21b7e.html
5月20日晚，禹州一女子在药城桥跳河身亡！真相是|刚刚，禹州打掉一拦路敲诈团伙|关注！禹州“5·17”重大刑事案嫌疑最新行踪||-|网曝华为自研操作系统鸿蒙已用于华为手机中；路透：谷歌暂停与华为的部分业务往来； 5、大唐电信：将在安全芯片或终端业务方向考虑相关拓展； 6、贝壳：北上深房租增长|-|微信公众号|-|2019年05月21日|-|https://news.tianyancha.com/detail/1d6d65469b9190827a5900a27e8414acc6c0eece.html
中移动终端计划曝光上半年打造内部试用4G手机|-| 不过，国产TD- LTE终端芯片也已由乐长足的进步。大唐电信集团旗下的联芯科技最近在中国移动杭州外场测试结果显示|-|云掌财经|-|2019年05月21日|-|https://news.tianyancha.com/detail/f40862c0ef292e83fe5e3acd99969a5e592a40f0.html
盘点国产芯片概念股：封测领域或率先突破，这三只A股受关注|-|天水华天电子集团是华天科技（002185）第一大股东，持股比例25.97%。 上市公司大唐电信（600198）和位列第四名的恩智浦半导体合资成立了大唐恩智浦半导体有限公司。|-|澎湃新闻网|-|2019年05月21日|-|https://news.tianyancha.com/detail/065d941874b0c799ce68d7ca23c1bde16f9effc0.html
第三批录取名单《专利信息分析人才培训班》（5月28日-31日北京）|-|序号| 姓名| 性别| 单位及职务 1| 徐红茹| 女| 大唐电信科技产业集团 主管 2| 安京燕| 女| 中石化北京化工研究院 专利主管 3| 郝赫为| 男||-|微信公众号|-|2019年05月21日|-|https://news.tianyancha.com/detail/1d93f5913a7670adea7f149f60a5e97808d22f92.html
刺激，下午涨停潮？|-|，那些典型的股票，稍微风吹草动都能起来，买点儿不会坏大事：中兴通讯、南京熊猫、大唐电信、春兴精工、富春股份、亚联发展，等等。 稀土，有两个消息： 昨下午大领导在江西视察稀土永磁|-|微信公众号|-|2019年05月21日|-|https://news.tianyancha.com/detail/3a684ed99ead2e06e2fc56938ed078df1a1af60e.html
墨缘早报，5月21日，星期二，第158天|-| 4、华为：有能力继续使用安卓生态，中国市场不受影响；路透：谷歌暂停与华为的部分业务往来； 5、大唐电信：将在安全芯片或终端业务方向考虑相关拓展； 6、贝壳：北上深房租增长|-|微信公众号|-|2019年05月21日|-|https://news.tianyancha.com/detail/3fdf577df86bbb4f4a6d8d1e5915e31a3ddc9a56.html
《保定汇竣每日新闻》5月21日星期二限行1/6|-|网曝华为自研操作系统鸿蒙已用于华为手机中；路透：谷歌暂停与华为的部分业务往来； 5、大唐电信：将在安全芯片或终端业务方向考虑相关拓展； 6、贝壳：北上深房租增长|-|微信公众号|-|2019年05月21日|-|https://news.tianyancha.com/detail/4b50e8508a3f21533aa26e9ca8dcf48a1fa2b8cb.html
财经点点看2019年5月21日星期二|-|接受新公司的自愿申报，现将本期43家新增备选公司进行社会公示。43家新增备选公司，包括中国船舶、大唐电信、四川长虹、南方航空、长白山、吉比特、贵阳银行、三六零、杭州银行、伊利股份、包钢股份等。|-|微信公众号|-|2019年05月21日|-|https://news.tianyancha.com/detail/12b95dae68d8f3cbd54adaa3c9cb8dd01c793437.html
陆家嘴早餐·2019年5月21日星期二|-|接受新公司的自愿申报，现将本期43家新增备选公司进行社会公示。43家新增备选公司，包括中国船舶、大唐电信、四川长虹、南方航空、长白山、吉比特、贵阳银行、三六零、杭州银行、伊利股份、包钢股份等。|-|微信公众号|-|2019年05月21日|-|https://news.tianyancha.com/detail/0a7b879caac006733d2348eeef49715b566a231a.html
【资讯快线】2019年5月21日星期二|-|接受新公司的自愿申报，现将本期43家新增备选公司进行社会公示。43家新增备选公司，包括中国船舶、大唐电信、四川长虹、南方航空、长白山、吉比特、贵阳银行、三六零、杭州银行、伊利股份、包钢股份等。|-|微信公众号|-|2019年05月21日|-|https://news.tianyancha.com/detail/33fb41a0808451cc6d62ddfa9bca102077c78f67.html
【锦石财经早报精华版】2019.5.21星期二|-|接受新公司的自愿申报，现将本期43家新增备选公司进行社会公示。43家新增备选公司，包括中国船舶、大唐电信、四川长虹、南方航空、长白山、吉比特、贵阳银行、三六零、杭州银行、伊利股份、包钢股份等。|-|微信公众号|-|2019年05月21日|-|https://news.tianyancha.com/detail/4ac8d2feb3fc6c0c12ea37b3ae1b099151f7842c.html
金汇宜佳财经日报2019年05月21日星期二|-|接受新公司的自愿申报，现将本期43家新增备选公司进行社会公示。43家新增备选公司，包括中国船舶、大唐电信、四川长虹、南方航空、长白山、吉比特、贵阳银行、三六零、杭州银行、伊利股份、包钢股份等。|-|微信公众号|-|2019年05月21日|-|https://news.tianyancha.com/detail/35db248a805e2837adbdbbd8f468ab0ff1497b92.html
【受阻】上海新阳进军光刻胶屡屡受阻,路向何方？吴通控股研发中心已获海思芯片授权；合众思壮发布首款北斗三号基带芯片|-|卫星导航核心技术实现新突破； 3.东南大学开展微波毫米波与太赫兹集成电路研究已近20年； 4.大唐电信：将在安全芯片或终端业务方向考虑相关拓展；|-|微信公众号|-|2019年05月21日|-|https://news.tianyancha.com/detail/5b864ac2ae98bdaa38348a0a14698bf12c26254e.html
第四批国企混改试点骤增至160家社保基金提前布局74只相关概念股|-|其中，北大荒、隆平高科、中粮生化、中粮糖业、航天信息、深科技、大唐电信、佳沃股份、航天通信、四创电子、内蒙一机等11只个股最新估值显著低于所属行业平均水平|-|东方财富网|-|2019年05月21日|-|https://news.tianyancha.com/detail/12de116a43616ec5ca9d9887e763f3705c312f70.html
集成电路产业最全梳理|-| 联盟成员单位包含中兴通讯 、大唐电信 、京东方A、紫光股份 、南大光电 等上市公司。|-|微信公众号|-|2019年05月20日|-|https://news.tianyancha.com/detail/94ec9953edbbabd8373ddad833351754a69eb148.html
陕西物联网开放实验室在西安高新区建成——首场测试认证技术沙龙日前举行|-|来自西安大唐电信、航天自动化、中星测控、西安电子科技大学、西安邮电大学、西安通和公司、西京公司、中兴物联|-|微信公众号|-|2019年05月20日|-|https://news.tianyancha.com/detail/e7baa64c3441dfa1d44edf657ea639cdaf476d7f.html
霸气！美国禁令后，任正非首次发声：影响不大|-| 2、暗示Polar码*代表国家标准，强行无视数次代表国家标准的大唐电信初期的实际阵营； 3、暗示LDPC码*为高通主导|-|微信公众号|-|2019年05月20日|-|https://news.tianyancha.com/detail/e5980c9874b7ab0164608ab8e71341bbbcaeaf0d.html
与华为事件相关的故事：张汝京，一腔热忱倾注“中国芯”|-|为例，华登投资、美国NEA和台积电等外资股东都更支持使中芯国际快速盈利、利润率增高的王宁国，而大唐电信、中投和上海实业则通过反对和弃权票将其逐出了董事会，对“绝对利润至上”表示质疑|-|微信公众号|-|2019年05月20日|-|https://news.tianyancha.com/detail/c2853f17f4f594054ba1fdb1c6c0c6fc017a7baf.html
邀请函|数字经济中的新技术和创新创业机遇|-| 永嘉北路6号D座三层333会议室 三 组单位： 指导单位：北京市中小企业公共服务平台 主办单位：大唐电信科技股份有限公司 大唐创新港投资（北京）有限公司 协办单位|-|微信公众号|-|2019年05月20日|-|https://news.tianyancha.com/detail/a120e3ba263e2e530f83735a9673bb79d0c357cb.html
美欲扼华为中芯当自强|-|根源或许在于同期股权的分散和变动。 中芯向台积电“割股赔款”寻求和解前，两大股东是大唐电信和上海实业，分别持股16.53%、10.07%。和解后台积电入股，但并没有董事名额|-|微信公众号|-|2019年05月20日|-|https://news.tianyancha.com/detail/c922561e9e7394a9436ca3cdec241288e923957a.html
征集|2019产业前沿技术大讲堂面向全国公开征集合作伙伴|-|中国科学院院士 万建民 中国工程院院士 赵沁平 中国工程院院士 周 远 中国科学院院士 陈山枝 大唐电信集团副总裁 孙立宁 苏州大学机电学院 院长 赵文军 北京卫星导航中心总工程师 徐进良|-|微信公众号|-|2019年05月20日|-|https://news.tianyancha.com/detail/fe463bd983ebef476c61ff75a277bb6ad22534c0.html
“幸福开发区”工程正式上线启动|-|建筑与工业节能、环境质量检测、三维时空信息管理平台等技术的示范应用，吸引了阿里巴巴、大唐电信、猪八戒网、神州数码等一大批来自互联网、电子商务、金融、物流|-|大众网|-|2019年05月20日|-|https://news.tianyancha.com/detail/5b5e6f22f9a567d4b5aa0d90173de5041fffa7cd.html
【芯闻3分钟】任正非回应美国禁令；联想否认断供华为；ODM厂商闻尚通讯申请破产；华为自研操作系统曝光？...|-| 2，暗示Polar码代表国家标准，强行无视数次代表国家标准的大唐电信初期的实际阵营； 3，暗示LDPC码为高通主导|-|微信公众号|-|2019年05月20日|-|https://news.tianyancha.com/detail/dda2e6e0188831f4d28cfaeceb94abf786eb7f09.html
海归全国落户指南|北京应届生落户政策与途径|-|76 67 首都机场集团公司 167 66 中国国际航空股份有限公司 283 60 大唐电信科技股份有限公司 92 57 中国建筑一局（集团）有限公司 228 56|-|微信公众号|-|2019年05月20日|-|https://news.tianyancha.com/detail/061a57269a774ee30621b38c50c3ae7e78841ed6.html
通信行业2019年5月投资策略既一季报总结:整体估值调整看好5G、物联网、视频会议投资机会|-| 4月份涨幅排名前十的个股为:吴通控股、二六三、ST凡谷、大唐电信、ST信通、南京熊猫、天喻信息、永鼎股份、万马科技|-|中国银河证券|-|2019年05月20日|-|https://news.tianyancha.com/detail/0d505ef9445a9b4af965dbfb2dce4b19e415e788.html
经济下行中的中产焦虑：加班、裁员、消费降级|-|一切开始了精打细算。 可惜，人算不如天算。 2017年，通讯业寒冬，曾与华为、中兴齐名的巨龙通讯和大唐电信就是先挨刀的2个。前者不但连77万都拿不出来，被以4500元的价格叫卖|-|格隆汇|-|2019年05月20日|-|https://news.tianyancha.com/detail/6052d21d611b634498ea549450eb1bc93f2d5d53.html
看不懂瑞幸，这就对了|-|海信、烟台万华、华为、深圳西部人力、顺丰速运、粤海控股、两江控股、天门山旅游、南湖控股、上海圣为、大唐电信、武大卓越、无极限（中国）、中石油、中海油、中国人保、中国人寿、农行总行、招商银行|-|微信公众号|-|2019年05月19日|-|https://news.tianyancha.com/detail/100d1110f8d7a1bd172c44d3069b8328afee2d09.html
